Level,Code,Name,Scenario,Year,Population
Borough,REM19,Ville-Marie,Fort (E2025),2039,111081.58601071274
Borough,REM19,Ville-Marie,Fort (E2025),2040,111269.27631372206
Borough,REM19,Ville-Marie,Fort (E2025),2041,111465.18141591163
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2021,146033.7295293284
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2022,147641.53454240595
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2023,153114.12883753303
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2024,160102.27029256092
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2025,160655.5705128169
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2026,159496.70982541185
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2027,156931.92504717948
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2028,154521.5343211857
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2029,152851.8400078505
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2030,152135.25737840403
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2031,152098.88095458236
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2032,152128.67341029152
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2033,152213.68889854444
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2034,152361.0874846635
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2035,152582.7203112512
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2036,152817.10957605694
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2037,153061.29249343005
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2038,153314.44606735645
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2039,153575.5004030179
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2040,153834.9910462526
Borough,REM25,Villeray - Saint-Michel - Parc-Extension,Fort (E2025),2041,154105.83903448144
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2021,136216.28519940167
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2022,137716.0019217799
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2023,142820.68881629588
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2024,149339.0368206908
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2025,148786.46920359012
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2026,146168.18305237417
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2027,142295.14312212094
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2028,138840.25209577815
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2029,136153.56670215644
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2030,134639.4945832239
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2031,133997.03301229927
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2032,133472.71558734824
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2033,133061.32216416922
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2034,132762.6224422828
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2035,132592.20008746706
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2036,132488.18103756828
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2037,132382.62665113964
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2038,132273.92482482476
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2039,132162.7664600621
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2040,132038.86480210148
Borough,REM23,Ahuntsic-Cartierville,Référence (A2025),2041,131915.65404557931
Borough,REM09,Anjou,Référence (A2025),2021,43524.27159719311
Borough,REM09,Anjou,Référence (A2025),2022,44003.46597434185
Borough,REM09,Anjou,Référence (A2025),2023,45634.53217534937
Borough,REM09,Anjou,Référence (A2025),2024,47717.295983604745
Borough,REM09,Anjou,Référence (A2025),2025,47540.73777687273
Borough,REM09,Anjou,Référence (A2025),2026,46704.134448585864
Borough,REM09,Anjou,Référence (A2025),2027,45466.60810153896
Borough,REM09,Anjou,Référence (A2025),2028,44362.69005569645
Borough,REM09,Anjou,Référence (A2025),2029,43504.231578451785
Borough,REM09,Anjou,Référence (A2025),2030,43020.45031818844
Borough,REM09,Anjou,Référence (A2025),2031,42815.16890222009
Borough,REM09,Anjou,Référence (A2025),2032,42647.637288997015
Borough,REM09,Anjou,Référence (A2025),2033,42516.187521023014
Borough,REM09,Anjou,Référence (A2025),2034,42420.746011937954
Borough,REM09,Anjou,Référence (A2025),2035,42366.292105443776
Borough,REM09,Anjou,Référence (A2025),2036,42333.055599452964
Borough,REM09,Anjou,Référence (A2025),2037,42299.32851772797
Borough,REM09,Anjou,Référence (A2025),2038,42264.5957557479
Borough,REM09,Anjou,Référence (A2025),2039,42229.07807259314
Borough,REM09,Anjou,Référence (A2025),2040,42189.488610844666
Borough,REM09,Anjou,Référence (A2025),2041,42150.11990817658
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2021,171692.54727618326
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2022,173582.8512430025
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2023,180017.006268474
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2024,188232.99726594472
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2025,187536.5185623634
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2026,184236.32418294574
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2027,179354.58709582637
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2028,174999.9018978995
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2029,171613.49433080593
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2030,169705.09623817817
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2031,168895.31153822373
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2032,168234.44052607307
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2033,167715.90351961402
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2034,167339.41023875336
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2035,167124.60296979663
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2036,166993.49312770818
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2037,166860.4480849985
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2038,166723.43588101526
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2039,166583.3273560381
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2040,166427.15666590468
Borough,REM34,Côte-des-Neiges - Notre-Dame-de-Grâce,Référence (A2025),2041,166271.85681605083
Borough,REM27,Lachine,Référence (A2025),2021,46729.98824583127
Borough,REM27,Lachine,Référence (A2025),2022,47244.476984870234
Borough,REM27,Lachine,Référence (A2025),2023,48995.67698441645
Borough,REM27,Lachine,Référence (A2025),2024,51231.84371867819
Borough,REM27,Lachine,Référence (A2025),2025,51042.2813751277
Borough,REM27,Lachine,Référence (A2025),2026,50144.05925072137
Borough,REM27,Lachine,Référence (A2025),2027,48815.38470823603
Borough,REM27,Lachine,Référence (A2025),2028,47630.1591912188
Borough,REM27,Lachine,Référence (A2025),2029,46708.47220878199
Borough,REM27,Lachine,Référence (A2025),2030,46189.058746452676
Borough,REM27,Lachine,Référence (A2025),2031,45968.657627645494
Borough,REM27,Lachine,Référence (A2025),2032,45788.78671816371
Borough,REM27,Lachine,Référence (A2025),2033,45647.655209538105
Borough,REM27,Lachine,Référence (A2025),2034,45545.18409551269
Borough,REM27,Lachine,Référence (A2025),2035,45486.71946607644
Borough,REM27,Lachine,Référence (A2025),2036,45451.0349737854
Borough,REM27,Lachine,Référence (A2025),2037,45414.82377312106
Borough,REM27,Lachine,Référence (A2025),2038,45377.53282029145
Borough,REM27,Lachine,Référence (A2025),2039,45339.399134064566
Borough,REM27,Lachine,Référence (A2025),2040,45296.8937683393
Borough,REM27,Lachine,Référence (A2025),2041,45254.625421382014
Borough,REM17,LaSalle,Référence (A2025),2021,82769.89281028548
Borough,REM17,LaSalle,Référence (A2025),2022,83681.17439585603
Borough,REM17,LaSalle,Référence (A2025),2023,86782.96495247452
Borough,REM17,LaSalle,Référence (A2025),2024,90743.74662284614
Borough,REM17,LaSalle,Référence (A2025),2025,90407.98675117658
Borough,REM17,LaSalle,Référence (A2025),2026,88817.02232452555
Borough,REM17,LaSalle,Référence (A2025),2027,86463.62456883324
Borough,REM17,LaSalle,Référence (A2025),2028,84364.30906112428
Borough,REM17,LaSalle,Référence (A2025),2029,82731.78280540163
Borough,REM17,LaSalle,Référence (A2025),2030,81811.77836681606
Borough,REM17,LaSalle,Référence (A2025),2031,81421.3957096887
Borough,REM17,LaSalle,Référence (A2025),2032,81102.80166641236
Borough,REM17,LaSalle,Référence (A2025),2033,80852.82429043608
Borough,REM17,LaSalle,Référence (A2025),2034,80671.32364294145
Borough,REM17,LaSalle,Référence (A2025),2035,80567.76891730844
Borough,REM17,LaSalle,Référence (A2025),2036,80504.56321765405
Borough,REM17,LaSalle,Référence (A2025),2037,80440.42459254351
Borough,REM17,LaSalle,Référence (A2025),2038,80374.37347024785
Borough,REM17,LaSalle,Référence (A2025),2039,80306.82966722237
Borough,REM17,LaSalle,Référence (A2025),2040,80231.54258291078
Borough,REM17,LaSalle,Référence (A2025),2041,80156.67531505448
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2021,106501.25455018834
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2022,107673.81414663725
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2023,111664.93428000469
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2024,116761.33108047936
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2025,116329.30384996957
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2026,114282.18621298744
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2027,111254.03424943092
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2028,108552.81370079338
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2029,106452.21783897321
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2030,105268.43441755831
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2031,104766.12323498864
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2032,104356.18353168468
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2033,104034.53391674971
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2034,103800.99432882063
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2035,103667.74892013325
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2036,103586.42120447046
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2037,103503.8930797204
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2038,103418.90411634142
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2039,103331.9944984228
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2040,103235.12148507983
Borough,REM21,Le Plateau-Mont-Royal,Référence (A2025),2041,103138.78865582611
Borough,REM20,Le Sud-Ouest,Référence (A2025),2021,85102.97010747333
Borough,REM20,Le Sud-Ouest,Référence (A2025),2022,86039.93845312599
Borough,REM20,Le Sud-Ouest,Référence (A2025),2023,89229.16076642035
Borough,REM20,Le Sud-Ouest,Référence (A2025),2024,93301.58701527951
Borough,REM20,Le Sud-Ouest,Référence (A2025),2025,92956.3629083995
Borough,REM20,Le Sud-Ouest,Référence (A2025),2026,91320.55315383484
Borough,REM20,Le Sud-Ouest,Référence (A2025),2027,88900.81897207463
Borough,REM20,Le Sud-Ouest,Référence (A2025),2028,86742.3289845594
Borough,REM20,Le Sud-Ouest,Référence (A2025),2029,85063.78587639234
Borough,REM20,Le Sud-Ouest,Référence (A2025),2030,84117.84880220584
Borough,REM20,Le Sud-Ouest,Référence (A2025),2031,83716.46222948025
Borough,REM20,Le Sud-Ouest,Référence (A2025),2032,83388.887812977
Borough,REM20,Le Sud-Ouest,Référence (A2025),2033,83131.86419686559
Borough,REM20,Le Sud-Ouest,Référence (A2025),2034,82945.24749780056
Borough,REM20,Le Sud-Ouest,Référence (A2025),2035,82838.77382215821
Borough,REM20,Le Sud-Ouest,Référence (A2025),2036,82773.78651112426
Borough,REM20,Le Sud-Ouest,Référence (A2025),2037,82707.83997778721
Borough,REM20,Le Sud-Ouest,Référence (A2025),2038,82639.92703872886
Borough,REM20,Le Sud-Ouest,Référence (A2025),2039,82570.47934398556
Borough,REM20,Le Sud-Ouest,Référence (A2025),2040,82493.07010412666
Borough,REM20,Le Sud-Ouest,Référence (A2025),2041,82416.09251430415
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2021,19007.836392317648
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2022,19217.109241390423
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2023,19929.42534355787
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2024,20839.00595819845
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2025,20761.899796874444
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2026,20396.539996335687
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2027,19856.089864199137
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2028,19373.988893042286
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2029,18999.084553778925
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2030,18787.808529912098
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2031,18698.158423754743
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2032,18624.994339030796
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2033,18567.587848542415
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2034,18525.90681579558
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2035,18502.125810219128
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2036,18487.610827085755
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2037,18472.881600658897
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2038,18457.713175480403
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2039,18442.20196103234
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2040,18424.91252724838
Borough,REM32,LÎle-Bizard - Sainte-Geneviève,Référence (A2025),2041,18407.719502946486
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2021,141541.70020346588
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2022,143100.04878416788
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2023,148404.30488686851
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2024,155177.48958875157
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2025,154603.3191810994
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2026,151882.67037673807
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2027,147858.2128320218
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2028,144268.25184336017
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2029,141476.5297084601
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2030,139903.2645028302
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2031,139235.68571127128
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2032,138690.86994518843
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2033,138263.3929773351
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2034,137953.01550356817
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2035,137775.93043757929
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2036,137667.8447328879
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2037,137558.16366724164
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2038,137445.21211163793
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2039,137329.70797850646
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2040,137200.9623494497
Borough,REM22,Mercier - Hochelaga-Maisonneuve,Référence (A2025),2041,137072.9346328226
Borough,REM16,Montréal-Nord,Référence (A2025),2021,89046.45451229729
Borough,REM16,Montréal-Nord,Référence (A2025),2022,90026.83990971945
Borough,REM16,Montréal-Nord,Référence (A2025),2023,93363.84376859455
Borough,REM16,Montréal-Nord,Référence (A2025),2024,97624.97729032433
Borough,REM16,Montréal-Nord,Référence (A2025),2025,97263.75625783842
Borough,REM16,Montréal-Nord,Référence (A2025),2026,95552.14667809449
Borough,REM16,Montréal-Nord,Référence (A2025),2027,93020.28733786399
Borough,REM16,Montréal-Nord,Référence (A2025),2028,90761.77767309207
Borough,REM16,Montréal-Nord,Référence (A2025),2029,89005.45457015489
Borough,REM16,Montréal-Nord,Référence (A2025),2030,88015.6848530502
Borough,REM16,Montréal-Nord,Référence (A2025),2031,87595.6989096111
Borough,REM16,Montréal-Nord,Référence (A2025),2032,87252.94541532398
Borough,REM16,Montréal-Nord,Référence (A2025),2033,86984.01189030426
Borough,REM16,Montréal-Nord,Référence (A2025),2034,86788.74778396879
Borough,REM16,Montréal-Nord,Référence (A2025),2035,86677.34035244354
Borough,REM16,Montréal-Nord,Référence (A2025),2036,86609.34167239098
Borough,REM16,Montréal-Nord,Référence (A2025),2037,86540.33932178412
Borough,REM16,Montréal-Nord,Référence (A2025),2038,86469.279446541
Borough,REM16,Montréal-Nord,Référence (A2025),2039,86396.61369841102
Borough,REM16,Montréal-Nord,Référence (A2025),2040,86315.6174846805
Borough,REM16,Montréal-Nord,Référence (A2025),2041,86235.0729226994
Borough,REM05,Outremont,Référence (A2025),2021,24789.197908731338
Borough,REM05,Outremont,Référence (A2025),2022,25062.12250496186
Borough,REM05,Outremont,Référence (A2025),2023,25991.094349297684
Borough,REM05,Outremont,Référence (A2025),2024,27177.330036773612
Borough,REM05,Outremont,Référence (A2025),2025,27076.77151692987
Borough,REM05,Outremont,Référence (A2025),2026,26600.285071207392
Borough,REM05,Outremont,Référence (A2025),2027,25895.453389746384
Borough,REM05,Outremont,Référence (A2025),2028,25266.71815974257
Borough,REM05,Outremont,Référence (A2025),2029,24777.784139529846
Borough,REM05,Outremont,Référence (A2025),2030,24502.247089393964
Borough,REM05,Outremont,Référence (A2025),2031,24385.329299372814
Borough,REM05,Outremont,Référence (A2025),2032,24289.911865289352
Borough,REM05,Outremont,Référence (A2025),2033,24215.044803905275
Borough,REM05,Outremont,Référence (A2025),2034,24160.686204195357
Borough,REM05,Outremont,Référence (A2025),2035,24129.6720455328
Borough,REM05,Outremont,Référence (A2025),2036,24110.742232475244
Borough,REM05,Outremont,Référence (A2025),2037,24091.533012582895
Borough,REM05,Outremont,Référence (A2025),2038,24071.751008679206
Borough,REM05,Outremont,Référence (A2025),2039,24051.521953839845
Borough,REM05,Outremont,Référence (A2025),2040,24028.97382227166
Borough,REM05,Outremont,Référence (A2025),2041,24006.551423779136
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2021,70839.79565602863
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2022,71619.7290244925
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2023,74274.4408011803
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2024,77664.33239872509
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2025,77376.96751409145
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2026,76015.3178724966
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2027,74001.12877003249
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2028,72204.39959068583
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2029,70807.17866370497
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2030,70019.77971682676
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2031,69685.66514062518
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2032,69412.9918755449
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2033,69199.0451657989
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2034,69043.70524274951
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2035,68955.07645087862
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2036,68900.980949534
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2037,68846.08699060495
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2038,68789.55619362784
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2039,68731.74786451565
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2040,68667.31233745276
Borough,REM31,Pierrefonds - Roxboro,Référence (A2025),2041,68603.23611630285
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2021,108643.09600334438
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2022,109839.23688773753
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2023,113910.62224034841
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2024,119109.5124243526
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2025,118668.79671561685
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2026,116580.50959727139
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2027,113491.45861961973
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2028,110735.91395837316
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2029,108593.07311725977
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2030,107385.48268611287
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2031,106873.0695482399
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2032,106454.88556787519
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2033,106126.7672734719
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2034,105888.53098246177
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2035,105752.60588196255
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2036,105669.64258863982
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2037,105585.45474486216
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2038,105498.75657265184
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2039,105410.09911971362
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2040,105311.27789799932
Borough,REM33,Rivière-des-Prairies - Pointe-aux-Trembles,Référence (A2025),2041,105213.00772398974
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2021,142735.4144720012
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2022,144306.90563141645
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2023,149655.89601514282
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2024,156486.20343923735
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2025,155907.1906748295
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2026,153163.59684937002
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2027,149105.1984067605
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2028,145484.96091548877
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2029,142669.6943513397
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2030,141083.1607652859
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2031,140409.9518426228
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2032,139860.5412867871
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2033,139429.4591244557
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2034,139116.46403327608
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2035,138937.88549243342
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2036,138828.8882298921
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2037,138718.28215166746
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2038,138604.37800129215
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2039,138487.89974582364
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2040,138358.068320184
Borough,REM24,Rosemont - La Petite-Patrie,Référence (A2025),2041,138228.96086160178
Borough,REM15,Saint-Laurent,Référence (A2025),2021,102768.12957379936
Borough,REM15,Saint-Laurent,Référence (A2025),2022,103899.58813783042
Borough,REM15,Saint-Laurent,Référence (A2025),2023,107750.80991679283
Borough,REM15,Saint-Laurent,Référence (A2025),2024,112668.56575885066
Borough,REM15,Saint-Laurent,Référence (A2025),2025,112251.68212126386
Borough,REM15,Saint-Laurent,Référence (A2025),2026,110276.3208782557
Borough,REM15,Saint-Laurent,Référence (A2025),2027,107354.31291999939
Borough,REM15,Saint-Laurent,Référence (A2025),2028,104747.77664470157
Borough,REM15,Saint-Laurent,Référence (A2025),2029,102720.81171718524
Borough,REM15,Saint-Laurent,Référence (A2025),2030,101578.5227502327
Borough,REM15,Saint-Laurent,Référence (A2025),2031,101093.81878205213
Borough,REM15,Saint-Laurent,Référence (A2025),2032,100698.24845074929
Borough,REM15,Saint-Laurent,Référence (A2025),2033,100387.87342798912
Borough,REM15,Saint-Laurent,Référence (A2025),2034,100162.51996399215
Borough,REM15,Saint-Laurent,Référence (A2025),2035,100033.94512717045
Borough,REM15,Saint-Laurent,Référence (A2025),2036,99955.46814343467
Borough,REM15,Saint-Laurent,Référence (A2025),2037,99875.83282783563
Borough,REM15,Saint-Laurent,Référence (A2025),2038,99793.82293191692
Borough,REM15,Saint-Laurent,Référence (A2025),2039,99709.959705017
Borough,REM15,Saint-Laurent,Référence (A2025),2040,99616.48232365202
Borough,REM15,Saint-Laurent,Référence (A2025),2041,99523.52619162551
Borough,REM14,Saint-Léonard,Référence (A2025),2021,80012.07063845862
Borough,REM14,Saint-Léonard,Référence (A2025),2022,80892.9890995145
Borough,REM14,Saint-Léonard,Référence (A2025),2023,83891.43064263345
Borough,REM14,Saint-Léonard,Référence (A2025),2024,87720.242448874
